"Name","Source","Rarity","Type","Attunement","Properties","Weight","Value","Text"
"Spellbook","PHB","none","adventuring gear","","","3 lb.","50 gp","Essential for wizards, a spellbook is a leather-bound tome with 100 blank vellum pages suitable for recording spells."
"Spiked Armor","SCAG","unknown","medium armor","","AC 14 + Dex (max 2)","45 lb.","75 gp","Spiked armor is a rare type of medium armor made by dwarves. It consists of a leather coat and leggings covered with spikes that are usually made of metal.The wearer has disadvantage on Dexterity (Stealth) checks."
"Spinel","DMG","none","treasure","","","","100 gp","A transparent red, red-brown, or deep green gemstone."
"Splint Armor","PHB","none","heavy armor","","AC 17","60 lb.","200 gp","This armor is made of narrow vertical strips of metal riveted to a backing of leather that is worn over cloth padding. Flexible chain mail protects the joints.The wearer has disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
"Sprig of Mistletoe","PHB","none","spellcasting focus","","","","1 gp","A druid can use this object as a spellcasting focus."
"Spyglass","PHB","none","adventuring gear","","","1 lb.","1,000 gp","Objects viewed through a spyglass are magnified to twice their size."
"Stabling (per day)","PHB","none","tack and harness","","","","5 sp",""
"Staff","PHB","none","staff, melee weapon, spellcasting focus","","","4 lb.","5 gp","An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus."
"Star Ruby","DMG","none","treasure","","","","1,000 gp","A translucent ruby with white star-shaped center gemstone."
"Star Sapphire","DMG","none","treasure","","","","1,000 gp","A translucent blue sapphire with white star-shaped center gemstone."
"Star rose quartz","DMG","none","treasure","","","","50 gp","A translucent rosy stone with white star-shaped center gemstone."
"Steel Mirror","PHB","none","adventuring gear","","","½ lb.","5 gp",""
"Studded Leather Armor","PHB","none","light armor","","AC 12 + Dex","13 lb.","45 gp","Made from tough but flexible leather, studded leather is reinforced with close-set rivets or spikes."
"Sun","WDH","none","treasure","","","","10 gp","Platinum coin, twice as large as a nib (1 sun = 1,000 nibs)"
"Survival Mantle","VGM","unknown","medium armor","","AC 15 + Dex (max 2)","40 lb.","","This carapace-like augmentation encases portions of the wearer's shoulders, neck, and chest. A survival mantle is equivalent to a suit of nonmagical half plate armor and takes just as long to don or doff. It can't be worn with other kinds of armor.A creature wearing a survival mantle can breathe normally in any environment (including a vacuum) and has advantage on saving throws against harmful gases (such as those created by a cloudkill spell, a stinking cloud spell, inhaled poisons, and the breath weapons of some dragons).The wearer has disadvantage on Dexterity (Stealth) checks."
"Tangler Grenade","WDMM","none","other","","","","","A tangler grenade is an alchemical, nonmagical item with an ovoid resin shell that shatters on impact. An as action, a creature can throw a tangler grenade at a point up to 60 feet away. Each creature within 10 feet of a shattered tangler grenade must succeed on a DC 15 Dexterity saving throw or be restrained by sticky white webs. As an action, a creature can try to free itself or another creature within its reach from the webs, doing so with a successful DC 20 Strength (Athletics) check. A gallon of alcohol dissolves the webs produced by a single tangler grenade. Otherwise, the webs dissolve on their own after 1 hour, freeing any creatures restrained by them."
"Tankard","PHB","none","adventuring gear","","","1 lb.","2 cp","A tankard holds 1 pint of liquid."
"Tantan","SCAG","none","instrument","","","","","A tambourine, a popular instrument with halflings and humans south of the Dalelands.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Taol","WDH","none","treasure","","","","2 gp","Brass coin, about two inches square with a hold large enough for a nib to fit in (1 taol = 200 nibs)"
"Tej","ToA","none","food and drink","","","5 lb.","","Tej is an amber-colored, fermented drink made from honey. It's more common and popular in Chult than beer or ale. A mug of tej costs 4 cp in Port Nyanzaru or 6 cp in Fort Beluarian. A 1-gallon cask costs 2 sp in the city or 3 sp at the fort."
"Teleporter Ring","WDH","unknown","ring","","","","","As an action, a creature wearing a teleporter ring can activate the teleportation circle either in area K22 or area E1, teleporting itself and up to six other willing creatures from one circle to the other."
"The Incantations of Iriolarthas","IDRotF","unknown","adventuring gear","","","3 lb.","","The Incantations of Iriolarthas is a weighty spellbook. Its black leather covers have dead, toothy worms glued to them, sheathed in glossy varnish. Set into this morbid display on the front cover is a gold rune that resembles a stylized eye with a pupil shaped like a candle flame—the sigil of Iriolarthas, a Netherese lich.The book contains sixty pages of brittle yellow vellum. Written on these pages are the following wizard spells:1st level: alarm, detect magic, identify, magic missile, shield, Tasha's hideous laughter, thunderwave2nd level: arcane lock, continual flame, invisibility, knock, levitate, Melf's acid arrow, mirror image3rd level: animate dead, bestow curse, clairvoyance, counterspell, dispel magic, fireball, glyph of warding4th level: arcane eye, banishment, blight, dimension door, Evard's black tentacles, phantasmal killer5th level: Bigby's hand, cloudkill, dominate person, planar binding, scrying, telekinesis6th level: create undead, disintegrate, globe of invulnerability, move earth, Otto's irresistible dance7th level: create magen, finger of death, prismatic spray, teleport8th level: demiplane, dominate monster, mind blank, power word stun9th level: blade of disaster, power word kill"
"Theki Root","EGW","none","potion","","","","3 gp","This thick marsh root tastes bitter but is thought to aid digestive health. When you use an action to consume a dose, you gain advantage on saving throws against the effects of poisonous or toxic substances for 8 hours."
"Thelarr","SCAG","none","instrument","","","","","Also known as a whistlecane, a simple and easy-to-make wind instrument cut from a reed. They are so simple, in fact, that skilled bards frequently make and give them away to children—to the parents' delight or regret.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Thieves' Tools","PHB","none","tools","","","1 lb.","25 gp","This set of tools includes a small file, a set of lock picks, a small mirror mounted on a metal handle, a set of narrow-bladed scissors, and a pair of pliers. Proficiency with these tools lets you add your proficiency bonus to any ability checks you make to disarm traps or open locks.Perhaps the most common tools used by adventurers, thieves' tools are designed for picking locks and foiling traps. Proficiency with the tools also grants you a general knowledge of traps and locks. Components. Thieves' tools include a small file, a set of lock picks, a small mirror mounted on a metal handle, a set of narrow-bladed scissors, and a pair of pliers. History. Your knowledge of traps grants you insight when answering questions about locations that are renowned for their traps. Investigation and Perception. You gain additional insight when looking for traps, because you have learned a variety of common signs that betray their presence. Set a Trap. Just as you can disable traps, you can also set them. As part of a short rest, you can create a trap using items you have on hand. The total of your check becomes the DC for someone else's attempt to discover or disable the trap. The trap deals damage appropriate to the materials used in crafting it (such as poison or a weapon) or damage equal to half the total of your check, whichever the DM deems appropriate.Thieves' ToolsActivityDCPick a lockVariesDisable a trapVariesSee the Tool Proficiencies entry for more information."
"Three-Dragon Ante Set","PHB","none","gaming set","","","","1 gp","See the Tool Proficiencies entry for more information.Proficiency with a gaming set applies to one type of game, such as Three-Dragon Ante or games of chance that use dice. Components. A gaming set has all the pieces needed to play a specific game or type of game, such as a complete deck of cards or a board and tokens. History. Your mastery of a game includes knowledge of its history, as well as of important events it was connected to or prominent historical figures involved with it. Insight. Playing games with someone is a good way to gain understanding of their personality, granting you a better ability to discern their lies from their truths and read their mood. Sleight of Hand. Sleight of Hand is a useful skill for cheating at a game, as it allows you to swap pieces, palm cards, or alter a die roll. Alternatively, engrossing a target in a game by manipulating the components with dexterous movements is a great distraction for a pickpocketing attempt.Gaming SetActivityDCCatch a player cheating15Gain insight into an opponent's personality15"
"Tiger Eye","DMG","none","treasure","","","","10 gp","A translucent brown with golden center gemstone."
"Tinderbox","PHB","none","adventuring gear","","","1 lb.","5 sp","This small container holds flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a torch—or anything else with abundant, exposed fuel—takes an action. Lighting any other fire takes 1 minute."
"Tinker's Tools","PHB","none","artisan's tools","","","10 lb.","50 gp","A set of tinker's tools is designed to enable you to repair many mundane objects. Though you can't manufacture much with tinker's tools, you can mend torn clothes, sharpen a worn sword, and patch a tattered suit of chain mail. Components. Tinker's tools include a variety of hand tools, thread, needles, a whetstone, scraps of cloth and leather, and a small pot of glue. History. You can determine the age and origin of objects, even if you have only a few pieces remaining from the original. Investigation. When you inspect a damaged object, you gain knowledge of how it was damaged and how long ago. Repair. You can restore 10 hit points to a damaged object for each hour of work. For any object, you need access to the raw materials required to repair it. For metal objects, you need access to an open flame hot enough to make the metal pliable.Tinker's ToolsActivityDCTemporarily repair a disabled device10Repair an item in half the time15Improvise a temporary item using scraps20See the Tool Proficiencies entry for more information."
"Tocken","SCAG","none","instrument","","","","","A hanging set of carved oval bells, usually played with a pair of light wooden hammers (or open handed). They are most common in underground cultures, where the resonant tones can carry.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Tome of Strahd","CoS","none","adventuring gear","","","5 lb.","","The Tome of Strahd is an ancient work penned by Strahd, a tragic tale of how he came to his fallen state. The book is bound in a thick leather cover with steel hinges and fastenings. The pages are of parchment and very brittle. Most of the book is written in the curious shorthand that only Strahd employs. Stains and age have made most of the work illegible, but several paragraphs remain intact."
"Topaz","DMG","none","treasure","","","","500 gp","A transparent golden yellow gemstone."
"Torch","PHB","none","adventuring gear","","","1 lb.","1 cp","A torch burns for 1 hour, providing bright light in a 20-foot radius and dim light for an additional 20 feet. If you make a melee attack with a burning torch and hit, it deals 1 fire damage."
"Torpor","DMG","none","adventuring gear, poison (ingested)","","","","600 gp","A creature subjected to this poison must succeed on a DC 15 Constitution saving throw or become poisoned for 4d6 hours. The poisoned creature is incapacitated."
"Totem","PHB","none","spellcasting focus","","","","1 gp","A druid can use this object as a spellcasting focus."
"Tourmaline","DMG","none","treasure","","","","100 gp","A transparent pale green, blue, brown, or red gemstone."
"Traveler's Clothes","PHB","none","adventuring gear","","","4 lb.","2 gp",""
"Trident","PHB","none","martial weapon, melee weapon","","1d6, piercing, - thrown (20/60 ft.), versatile (1d8)","4 lb.","5 gp","Thrown. If a weapon has the thrown property, you can throw the weapon to make a ranged attack. If the weapon is a melee weapon, you use the same ability modifier for that attack roll and damage roll that you would use for a melee attack with the weapon. For example, if you throw a handaxe, you use your Strength, but if you throw a dagger, you can use either your Strength or your Dexterity, since the dagger has the finesse property. Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Trinket","AI","none","adventuring gear","","","","","Worried that you're going to pull out your dead sprite inside a clear glass bottle at a company function only to discover that three other people in the franchise have one as well? Then consider rolling on the Acquisitions Incorporated Trinkets table instead of the table in chapter 5 of the Player's Handbook, to gain a unique trinket at character creation with a bit of Acq Inc flair.Acquisitions Incorporated Trinketsd100Trinket1A perfect skipping stone2Three weighted dice that always roll low3A locket with a picture of Jim Darkmagic4A tiny anvil and smith's hammer5A nonfunctional immovable rod6A DIY acupuncture kit7A stuffed owlbear toy8A diagram for a new war lute9A declaration of war against a nation no one has ever heard of10A pipe that emits green smoke11A glass eye12The centerpiece of a priceless chandelier13A fine cane with a secret compartment14A letter written by Rosie Beestinger15A coin that always lands on its edge16The deed and title to an abandoned windmill and three acres of tillable land that you've never been able to find17A menu from Big Daddy Donaar's Yum Yum Hut18A small purse that screams loudly when opened19A deep-crow-feather quill20A pair of breeches that always smells faintly of honey21A one-armed Viari doll (Apocalypse Dagger accessory missing)22A leather pouch filled with various finger bones of unknown provenance23The collar of your childhood pet, Nutmeg24A seashell that, when pressed to the ear, speaks in flowing rhymes25A recipe book for cooking with mushrooms26One expired coupon for ""A Free Cornerstone""27A portable beehive28Goggles that literally tint everything rose colored29A wand of wonder that allows you to cast only mending30A bracelet woven from mistletoe31A curved claw from an unknown beast that small children are always frightened of32A longsword that can be folded down in 1 minute and hidden in your pocket33A living graft of what you believe to be the World Tree34A tattered scarf with the Acquisitions Incorporated logo35A box containing a torn-up letter36An old contract marked ""Void""37A small pigeon in a cage38An Acquisitions Incorporated ""Green Flame"" foam finger39A ""C"" Team lunchbox40A potted plant that grows different fruit on every branch41A book of adventures for children42An Omin action figure with detachable maul and holy symbol43A pint glass engraved with a picture of a keg robot44A giant hockey puck45A miniature cannon that actually fires46A very fancy red scarf and matching handkerchief47An arrow once shot by Môrgæn48A purple worm toy49A burned doll whose eyes follow you around the room50An infinite inkwell51A band embroidered with the symbol of the Six52A squishy cactus53A velvet blindfold54A dirty figurine of a triceratops that can't be cleaned55A used (and thus nonmagical) noble knife from the Noble Knife56A quill that rotates through all the colors of the rainbow57A twenty-sided die that only rolls the number 458A pointed hat that glows in the dark59A cup that hums when filled with water60A mug fashioned from the skull of someone else's enemy61A small glass jar containing an immortal firefly62A fake mustache made from gnome facial hair63A petrified troll finger64Half of a map65The other half of a map66An unreasonable amount of pocket lint67A dozen flyers for a local gnome food place68Omin Dran's business card69A lock of hair from a changeling70A marble that rolls uphill71A piece of parchment listing a command word for a powerful magic item72A book titled Conversational Giant73A user's manual for an apparatus of Kwalish74A signed headshot of famous bard Spice Caraway75The eye of a basilisk in a crystal box76A postcard from Ravnica77A stamp collection78A small piece of solidified smoke79A six-sided die that sometimes rolls a seven80A left-hand gauntlet81A music box that plays nursery rhymes82A locket that's bigger on the outside than the inside83A potted plant that grows hair instead of leaves84A collection of teeth85A coin whose minting date always shows three years in the future86A green drinking horn taken from a very large bull87A small book containing pressed and dried botanical samples88A hatched chimera egg89A slightly used red bandit mask90A tiny stirge encased in amber91A large bottle of Red Larch Ale that can't be opened92A cane topped with a stylized golden bulldog93A note in your own hand that you don't remember writing94A sprig of herbs from your family's garden95A tankard stolen from the Dran & Courtier96A small, severed tentacle preserved in alcohol97A walnut with a face drawn on it98A small flask of liquid from the Lake of Radiant Mists99An ice cube that never melts00An expertly carved sword hilt with the blade snapped cleanly off"
"Trinket","CoS","none","adventuring gear","","","","","When you make your character, you can roll once on the Trinkets table to gain a trinket, a simple item lightly touched by mystery. The DM might also use this table. It can help stock a room in a dungeon or fill a creatures pockets.Curse of Strahd. Character Options, Gothic Trinket Tabled100Trinket01-02A picture you drew as a child of your imaginary friend03-04A lock that opens when blood is dripped in its keyhole05-06Clothes stolen from a scarecrow07-08A spinning top carved with four faces: happy, sad, wrathful, and dead09-10The necklace of a sibling who died on the day you were born11-12A wig from someone executed by beheading13-14The unopened letter to you from your dying father15-16A pocket watch that runs backward for an hour every midnight17-18A winter coat stolen from a dying soldier19-20A bottle of invisible ink that can only be read at sunset21-22A wineskin that refills when interred with a dead person for a night23-24A set of silverware used by a king for his last meal25-26A spyglass that always shows the world suffering a terrible storm27-28A cameo with the profile's face scratched away29-30A lantern with a black candle that never runs out and that burns with green flame31-32A teacup from a child's tea set, stained with blood33-34A little black book that records your dreams, and yours alone, when you sleep35-36A necklace formed of the interlinked holy symbols of a dozen deities37-38A hangman's noose that feels heavier than it should39-40A birdcage into which small birds fly but once inside never eat or leave41-42A lepidopterist's box filled dead moths with skulllike patterns on their wings43-44A jar of pickled ghouls' tongues45-46The wooden hand of a notorious pirate47-48An urn with the ashes of a dead relative49-50A hand mirror backed with a bronze depiction of a medusa51-52Pallid leather gloves crafted with ivory fingernails53-54Dice made from the knuckles of a notorious charlatan55-56A ring of keys for forgotten locks57-58Nails from the coffin of a murderer59-60A key to the family crypt61-62A bouquet of funerary flowers that always looks and smells fresh63-64A switch used to discipline you as a child65-66A music box that plays by itself whenever someone holding it dances67-68A walking cane with an iron ferrule that strikes sparks on stone69-70A flag from a ship lost at sea71-72Porcelain doll's head that always seems to be looking at you73-74A wolf's head wrought in silver that is also a whistle75-76A small mirror that shows a much older version of the viewer77-78Small, worn book of children's nursery rhymes79-80A mummified raven claw81-82A broken pendent of a silver dragon that's always cold to the touch83-84A small locked box that quietly hums a lovely melody at night but you always forget it in the morning85-86An inkwell that makes one a little nauseous when staring at it87-88An old little doll made from a dark, dense wood and missing a hand and a foot89-90A black executioner's hood91-92A pouch made of flesh, with a sinew drawstring93-94A tiny spool of black thread that never runs out95-96A tiny clockwork figurine of a dancer that's missing a gear and doesn't work97-98A black wooden pipe that creates puffs of smoke that look like skulls99-00A vial of perfume, the scent of which only certain creatures can detect"
"Trinket","EET","none","adventuring gear","","","","","When you make your character, you can roll once on the Trinkets table to gain a trinket, a simple item lightly touched by mystery. The DM might also use this table. It can help stock a room in a dungeon or fill a creatures pockets.Elemental Evil Trinket Tabled100Trinket01A compass that always points to Mulmaster02A paper fan that won't produce a breeze no matter how hard it's waved03A petrified potato that resembles someone important to you04A glass cup that can only be filled half way no matter how much liquid is poured into it05A mirror that only shows the back of your head06A small glass bird that when set down near water dips its head in as if to get a drink07A lady's coin purse containing two sharp fangs08A small sea conch with the words ""From the beginning"" painted on the lip09A frost-covered silver locket that's frozen shut10A seal which imprints a mysterious, unknown coat of arms into hard rock11A small wooden doll that when held brings back fond memories12A small handmirror which only reflects inanimate objects13A glass eyeball that looks about of its own accordance, and can roll around14A glass orb that replicates yesterday's weather inside itself15A drinking cup, that randomly fills with fresh or salt water. Refilling once emptied16A deep blue piece of flint, that when struck with steel produces not a spark but a drop of water17A conch shell which is always damp and constantly drips saltwater18A charred, half-melted pewter clasp that glows as if smoldering but releases no heat19A clockwork finch that flaps its wings in the presence of a breeze20An unbreakable sealed jar of glowing water that hums when shaken21A small, finely polished geode whose crystals slowly fade between every color of the spectrum22A rough stone eye pulled from a petrified creature23A stone smoking pipe that never needs lighting24A small whistle, that when blown, whispers a name of a person or place unknown to you, instead of the whistle sound25A fist sized rock that ""beats"" like a heart26A pair of bronze scissors in the shape of a pair of leaping dolphins27A bronze oil lamp which is rumored to have once held a genie28A single gauntlet inscribed with a fire motif and an unfamiliar name in Primordial29A one-eyed little fish inside a spherical vial, much bigger than the vial's neck, He has a cunning look30The tiny skull of a rabbit that whispers scathing insults when nobody is looking31A rag doll in the likeness of an owlbear32The desiccated body of a small eight-legged black lizard33A small toy boat made with a walnut shell, toothpick, and piece of cloth34A small pocket mirror that slowly fogs over while held35Wind chimes that glow when the wind blows36A small, clay square with an unknown rune etched into one side37A tea kettle that heats itself when filled with water38An old scratched monocle which shows an underwater landscape whenever someone looks through it39A rose carved from coral40A set of dice with elemental symbols and primordial runes instead of pips or numbers41An amulet filled with liquid that churns, freezes, or boils to match it's wearer's mood42A small silver bell that makes a sound like quiet, distant thunder when it's struck43A small vial of black sand that glows slightly in the moonlight44A small whale tooth with etched with an image of waves crashing upon a beach45An hourglass in which the sands pour upward instead of downward46A glass pendant with a hole in the center that a mild breeze always blows out of47A soft feather that falls like a stone when dropped48A large transparent gem that, when gripped tightly, whispers in Terran49A small crystal snowglobe that, when shaken, seems to form silhouettes of dancing forms50Half of a palm-sized geode that pulses dimly with purple light51A book filled with writing that only appears when the book is held underwater52A sealed envelope made of red leather that you haven't been able to open. It smells of campfire53A locket of hair that is rumored to have come from a famed fire genasi54Flint and steel that, when used to start a fire, creates a random colored flame55A blank piece of wet parchment that never seems to dry56A small puzzle box made of brass, that is slightly warm to the touch57A cloudy chunk of glass that is said to hold a spark of breath from a blue dragon58A crude chalice made of coal59A miniature brass horn, silent when played, but fills the air with the scent of warm and exotic spices60An eye-sized blue pearl that floats in salt water61A tuning fork made from a dark metal which glows with a pale, white light during thunderstorms62A small vial that is always filled with the smell of autumn wind63A clear marble that slowly rolls toward the nearest source of running water64A small collapsible silver cup that perspires constantly when opened65An hourglass that tells time with falling mist instead of sand66An ornate razor, which only cuts in freezing cold temperature67A shark tooth covered in tiny etched words from a lost language68A large brass coin with no markings or images on it69A small wooden box filled with a strange red clay70A necklace with a small, rusted iron anchor71A small brass flute adorned with silver wire that is always faintly sounding72A red and black Aarakocra feather73A palm-sized stone with a hole in it, through which can be heard a constantly whispering wind74A small conch shell covered in black crystal75A small music box made of brass. It features a pair of tiny automatons that resemble Azer working at a forge76A glass jar containing the preserved corpse of an unfamiliar aquatic creature77A piece of petrified wood carved into the shape of a seashell78A wooden puzzle cube covered in elemental symbols79A small stone cube that acts as a magnet when placed against another stone80A ring made of a white metal. On the inside is a name etched in Auran81A bracelet made of silvered fish hooks82A journal filled with poetry hand-written in Primordial83A yellow gemstone that glows dimly when a storm is nearby84A charred chisel with an unfamiliar symbol stamped into its base85A canteen filled with a foul smelling orange mud86A faceless doll made of driftwood87A heavy iron key bearing the name of a ship long lost to the sea88A small jewelry box made from the shell of a turtle89A chess piece fashioned to look like fire myrmidon90A spinning top with an image of one of the four elements on each side91A single hoop earring made of a porous red stone92An arrowhead carved from seasalt93A small comb made of blue coral94Seven small beads of sandstone on a string, all different colors95A romance chapbook written in Undercommon titled ""Just one Layer of Grey""96A tiny, broken clockwork Harpy97An ivory whale statuette98A fist-sized cog, covered in barnacles99An eyepatch made of obsidian and a black leather cord100A glass bottle with a tiny ship of unfamiliar design inside"
"Trinket","PHB","none","adventuring gear","","","","","When you make your character, you can roll once on the Trinkets table to gain a trinket, a simple item lightly touched by mystery. The DM might also use this table. It can help stock a room in a dungeon or fill a creatures pockets.Player's Handbook Trinket Tabled100Trinket01A mummified goblin hand02A piece of crystal that faintly glows in the moonlight03A gold coin minted in an unknown land04A diary written in a language you don't know05A brass ring that never tarnishes06An old chess piece made from glass07A pair of knucklebone dice, each with a skull symbol on the side that would normally show six pips08A small idol depicting a nightmarish creature that gives you unsettling dreams when you sleep near it09A rope necklace from which dangles four mummified elf fingers10The deed for a parcel of land in a realm unknown to you11A 1-ounce block made from an unknown material12A small cloth doll skewered with needles13A tooth from an unknown beast14An enormous scale, perhaps from a dragon15A bright green feather16An old divination card bearing your likeness17A glass orb filled with moving smoke18A 1-pound egg with a bright red shell19A pipe that blows bubbles20A glass jar containing a weird bit of flesh floating in pickling fluid21A tiny gnome-crafted music box that plays a song you dimly remember from your childhood22A small wooden statuette of a smug halfling23A brass orb etched with strange runes24A multicolored stone disk25A tiny silver icon of a raven26A bag containing forty-seven humanoid teeth, one of which is rotten27A shard of obsidian that always feels warm to the touch28A dragon's bony talon hanging from a plain leather necklace29A pair of old socks30A blank book whose pages refuse to hold ink, chalk, graphite, or any other substance or marking31A silver badge in the shape of a five-pointed star32A knife that belonged to a relative33A glass vial filled with nail clippings34A rectangular metal device with two tiny metal cups on one end that throws sparks when wet35A white, sequined glove sized for a human36A vest with one hundred tiny pockets37A small, weightless stone block38A tiny sketch portrait of a goblin39An empty glass vial that smells of perfume when opened40A gemstone that looks like a lump of coal when examined by anyone but you41A scrap of cloth from an old banner42A rank insignia from a lost legionnaire43A tiny silver bell without a clapper44A mechanical canary inside a gnomish lamp45A tiny chest carved to look like it has numerous feet on the bottom46A dead sprite inside a clear glass bottle47A metal can that has no opening but sounds as if it is filled with liquid, sand, spiders, or broken glass (your choice)48A glass orb filled with water, in which swims a clockwork goldfish49A silver spoon with an 'M' engraved on the handle50A whistle made from gold-colored wood51A dead scarab beetle the size of your hand52Two toy soldiers, one with a missing head 53A small box filled with different-sized buttons54A candle that can't be lit55A tiny cage with no door56An old key57An indecipherable treasure map58A hilt from a broken sword59A rabbit's foot60A glass eye61A cameo carved in the likeness of a hideous person62A silver skull the size of a coin63An alabaster mask64A pyramid of sticky black incense that smells very bad65A nightcap that, when worn, gives you pleasant dreams66A single caltrop made from bone67A gold monocle frame without the lens68A 1-inch cube, each side painted a different color69A crystal knob from a door70A small packet filled with pink dust71A fragment of a beautiful song, written as musical notes on two pieces of parchment72A silver teardrop earring made from a real teardrop73The shell of an egg painted with scenes of human misery in disturbing detail74A fan that, when unfolded, shows a sleeping cat75A set of bone pipes76A four-leaf clover pressed inside a book discussing manners and etiquette77A sheet of parchment upon which is drawn a complex mechanical contraption78An ornate scabbard that fits no blade you have found so far79An invitation to a party where a murder happened80A bronze pentacle with an etching of a rat's head in its center81A purple handkerchief embroidered with the name of a powerful archmage82Half of a floorplan for a temple, castle, or some other structure83A bit of folded cloth that, when unfolded, turns into a stylish cap84A receipt of deposit at a bank in a far-flung city85A diary with seven missing pages86An empty silver snuffbox bearing an inscription on the surface that says ""dreams""87An iron holy symbol devoted to an unknown god88A book that tells the story of a legendary hero's rise and fall, with the last chapter missing89A vial of dragon blood90An ancient arrow of elven design91A needle that never bends92An ornate brooch of dwarven design93An empty wine bottle bearing a pretty label that says, ""The Wizard of Wines Winery, Red Dragon Crush, 331422-W""94A mosaic tile with a multicolored, glazed surface95A petrified mouse96A black pirate flag adorned with a dragon's skull and crossbones97A tiny mechanical crab or spider that moves about when it's not being observed98A glass jar containing lard with a label that reads, ""Griffon Grease""99A wooden box with a ceramic bottom that holds a living worm with a head on each end of its body100A metal urn containing the ashes of a hero"
"Truth Serum","DMG","none","adventuring gear, poison (ingested)","","","","150 gp","A creature subjected to this poison must succeed on a DC 11 Constitution saving throw or become poisoned for 1 hour. The poisoned creature can't knowingly speak a lie, as if under the effect of a zone of truth spell."
"Turquoise","DMG","none","treasure","","","","10 gp","An opaque light blue-green gemstone."
"Two-Person Tent","PHB","none","adventuring gear","","","20 lb.","2 gp","A simple and portable canvas shelter, a tent sleeps two."
"Vial","PHB","none","adventuring gear","","","","1 gp","A vial can hold up to 4 ounces of liquid."
"Vial of Stardust","WDMM","unknown","other","","","","","Any creature that sprinkles the contents of a Vial of Stardust over itself gains the ability to cast the dream spell once as an action (spell save DC 15), requiring no components."
"Viol","PHB","none","instrument","","","1 lb.","30 gp","See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Wagon","PHB","none","vehicle (land)","","","400 lb.","35 gp",""
"Wand","PHB","none","spellcasting focus","","","1 lb.","10 gp","An arcane focus is a special item designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus."
"War Pick","PHB","none","martial weapon, melee weapon","","1d8, piercing","2 lb.","5 gp",""
"Wargong","SCAG","none","instrument","","","","","A metal gong, traditionally made from a shield, particularly the shield of an enemy. Both goblins and dwarves make and play wargongs, their sound echoing through tunnels in the Underdark.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Warhammer","PHB","none","martial weapon, melee weapon","","1d8, bludgeoning, - versatile (1d10)","2 lb.","15 gp","Versatile. This weapon can be used with one or two hands. A damage value in parentheses appears with the property—the damage when the weapon is used with two hands to make a melee attack."
"Warhorse","PHB","none","mount","","Speed: 60, Carrying Capacity: 540 lb.","","400 gp",""
"Warship","DMG","none","vehicle (water)","","Speed: 2½ mphCarrying Capacity: 200 tons cargo, 60 passengersCrew 60, AC 15, HP 500, Damage Threshold 20","","25,000 gp",""
